customer_id,customer_fname,customer_lname,customer_segment,customer_city,customer_state,customer_country,customer_zipcode
3722,Russell,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3723,Mary,Jones,Consumer,Humacao,PR,"Puerto Rico",791.00
3724,Michelle,Webb,Consumer,Douglasville,GA,"EE. UU.",30135.00
3725,Mary,Rose,Consumer,Caguas,PR,"Puerto Rico",725.00
3726,Robert,Smith,Consumer,"Simi Valley",CA,"EE. UU.",93063.00
3727,Janet,Espinoza,Consumer,Caguas,PR,"Puerto Rico",725.00
3728,Mary,Smith,Consumer,Loveland,OH,"EE. UU.",45140.00
3729,John,Peters,Corporate,Caguas,PR,"Puerto Rico",725.00
3730,Eric,Clements,Corporate,Norfolk,VA,"EE. UU.",23503.00
3731,Beverly,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3732,Mary,Mejia,Corporate,Norcross,GA,"EE. UU.",30093.00
3733,Elizabeth,Mckee,Corporate,Caguas,PR,"Puerto Rico",725.00
3734,Katherine,Smith,Corporate,Modesto,CA,"EE. UU.",95350.00
3735,Mary,Lewis,Corporate,"El Centro",CA,"EE. UU.",92243.00
3736,Brian,Munoz,Corporate,Caguas,PR,"Puerto Rico",725.00
3737,Kevin,Mcdowell,Corporate,"Chapel Hill",NC,"EE. UU.",27514.00
3738,Cheryl,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3739,Terry,Long,Corporate,Potomac,MD,"EE. UU.",20854.00
3740,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3741,Joseph,Johnson,"Home Office",Elyria,OH,"EE. UU.",44035.00
3742,Samuel,Bailey,"Home Office",Cupertino,CA,"EE. UU.",95014.00
3743,Mary,Buchanan,"Home Office",Caguas,PR,"Puerto Rico",725.00
3744,Michael,Hancock,Corporate,Ontario,CA,"EE. UU.",91761.00
3745,Kimberly,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3746,Walter,Moore,Consumer,Kent,WA,"EE. UU.",98031.00
3747,Mary,Lloyd,Consumer,Caguas,PR,"Puerto Rico",725.00
3748,Brenda,Smith,Consumer,"Lake Forest",CA,"EE. UU.",92630.00
3749,Frances,Mills,Consumer,"San Bernardino",CA,"EE. UU.",92407.00
3750,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3751,Walter,Becker,Corporate,"Jersey City",NJ,"EE. UU.",7305.00
3752,Mary,Vega,"Home Office",Caguas,PR,"Puerto Rico",725.00
3753,Hannah,Smith,"Home Office",Fresno,CA,"EE. UU.",93722.00
3754,Mary,Sims,"Home Office",Columbus,GA,"EE. UU.",31907.00
3755,Eugene,Smith,Corporate,"Los Angeles",CA,"EE. UU.",90063.00
3756,Mary,Watson,Corporate,Caguas,PR,"Puerto Rico",725.00
3757,Matthew,Fuller,Corporate,Rosemead,CA,"EE. UU.",91770.00
3758,Scott,Smith,Consumer,"Salt Lake City",UT,"EE. UU.",84119.00
3759,Mary,Taylor,"Home Office",Caguas,PR,"Puerto Rico",725.00
3760,Christine,Burns,Consumer,"Pico Rivera",CA,"EE. UU.",90660.00
3761,Mary,Christian,Consumer,Hayward,CA,"EE. UU.",94541.00
3762,Juan,Smith,Consumer,"West New York",NJ,"EE. UU.",7093.00
3763,Mary,Martinez,Consumer,Warren,MI,"EE. UU.",48093.00
3764,Ethan,Smith,Consumer,"Los Angeles",CA,"EE. UU.",90057.00
3765,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3766,David,Chavez,Consumer,"Garden Grove",CA,"EE. UU.",92843.00
3767,Mary,Wagner,Consumer,Caguas,PR,"Puerto Rico",725.00
3768,David,Zhang,"Home Office",Miami,FL,"EE. UU.",33155.00
3769,Amy,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3770,Mary,Johnson,Consumer,"San Sebastian",PR,"Puerto Rico",685.00
3771,David,Phelps,Corporate,Caguas,PR,"Puerto Rico",725.00
3772,Mary,Smith,Consumer,Brooklyn,NY,"EE. UU.",11229.00
3773,Brenda,Prince,Consumer,Tempe,AZ,"EE. UU.",85283.00
3774,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3775,John,Johnson,"Home Office",Mentor,OH,"EE. UU.",44060.00
3776,Amber,Faulkner,Corporate,Caguas,PR,"Puerto Rico",725.00
3777,Mary,Smith,"Home Office","Los Angeles",CA,"EE. UU.",90024.00
3778,Robert,Tate,"Home Office",Caguas,PR,"Puerto Rico",725.00
3779,Emma,Dougherty,"Home Office",Madera,CA,"EE. UU.",93638.00
3780,Mary,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3781,Richard,Lara,"Home Office",Hamtramck,MI,"EE. UU.",48212.00
3782,Mary,Serrano,"Home Office",Caguas,PR,"Puerto Rico",725.00
3783,Albert,Smith,Consumer,"El Paso",TX,"EE. UU.",79927.00
3784,Mary,Sharp,Consumer,Caguas,PR,"Puerto Rico",725.00
3785,Brian,Smith,Consumer,"Las Vegas",NV,"EE. UU.",89110.00
3786,Mary,Moody,Consumer,Irving,TX,"EE. UU.",75061.00
3787,Kevin,Vang,Consumer,Columbia,MO,"EE. UU.",65203.00
3788,Frances,Smith,Consumer,Memphis,TN,"EE. UU.",38128.00
3789,Mary,Mason,Consumer,Caguas,PR,"Puerto Rico",725.00
3790,Alan,Estes,Consumer,"Powder Springs",GA,"EE. UU.",30127.00
3791,Mary,Smith,Corporate,Levittown,NY,"EE. UU.",11756.00
3792,Gary,Kelly,"Home Office","Garden Grove",CA,"EE. UU.",92843.00
3793,Janet,Best,Corporate,Caguas,PR,"Puerto Rico",725.00
3794,Julia,Smith,"Home Office",Manchester,CT,"EE. UU.",6040.00
3795,Peter,Williams,Corporate,Caguas,PR,"Puerto Rico",725.00
3796,Mary,Davis,"Home Office","Pompano Beach",FL,"EE. UU.",33068.00
3797,David,Gutierrez,Consumer,Caguas,PR,"Puerto Rico",725.00
3798,Amber,Armstrong,Consumer,"Toms River",NJ,"EE. UU.",8753.00
3799,Mary,Wade,Consumer,Caguas,PR,"Puerto Rico",725.00
3800,Shawn,Smith,Consumer,Germantown,MD,"EE. UU.",20874.00
3801,Mary,Hendrix,Consumer,Caguas,PR,"Puerto Rico",725.00
3802,Timothy,Smith,Consumer,Miami,FL,"EE. UU.",33157.00
3803,Mary,Salazar,Consumer,"San Francisco",CA,"EE. UU.",94109.00
3804,Andrew,Le,Consumer,Hagerstown,MD,"EE. UU.",21740.00
3805,Melissa,Smith,Corporate,Quincy,MA,"EE. UU.",2169.00
3806,Adam,Carson,"Home Office",Upland,CA,"EE. UU.",91786.00
3807,Mary,Huang,"Home Office",Brandon,FL,"EE. UU.",33511.00
3808,Nancy,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3809,Melissa,Taylor,Consumer,Lakewood,NJ,"EE. UU.",8701.00
3810,Rose,Lamb,Consumer,Caguas,PR,"Puerto Rico",725.00
3811,Mary,Smith,Consumer,Lancaster,CA,"EE. UU.",93536.00
3812,Robert,Hayes,Consumer,Hendersonville,TN,"EE. UU.",37075.00
3813,Andrew,Smith,Consumer,Brooklyn,NY,"EE. UU.",11201.00
3814,Eric,Salazar,Consumer,Caguas,PR,"Puerto Rico",725.00
3815,Mary,Sloan,Corporate,Bloomfield,NJ,"EE. UU.",7003.00
3816,Dorothy,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3817,Gary,Garcia,Corporate,"Toa Alta",PR,"Puerto Rico",953.00
3818,Victoria,Stout,Consumer,Tempe,AZ,"EE. UU.",85283.00
3819,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3820,Jessica,Carter,Corporate,Beaverton,OR,"EE. UU.",97006.00
3821,Martha,Haas,Corporate,Caguas,PR,"Puerto Rico",725.00
3822,Mary,Smith,Corporate,"West Jordan",UT,"EE. UU.",84084.00
3823,Charles,Ortega,Consumer,Caguas,PR,"Puerto Rico",725.00
3824,Evelyn,Smith,Consumer,"Salt Lake City",UT,"EE. UU.",84118.00
3825,Mary,Ward,Consumer,"Silver Spring",MD,"EE. UU.",20906.00
3826,Patricia,Vincent,Consumer,Richmond,VA,"EE. UU.",23223.00
3827,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3828,Janice,Carpenter,Corporate,"El Paso",TX,"EE. UU.",79936.00
3830,William,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3831,Nicholas,Parker,Corporate,Bakersfield,CA,"EE. UU.",93307.00
3832,Mary,Carey,Corporate,Aurora,IL,"EE. UU.",60506.00
3833,Robert,Smith,Consumer,Greeley,CO,"EE. UU.",80631.00
3834,Denise,Ritter,Corporate,Caguas,PR,"Puerto Rico",725.00
3835,Mary,Smith,"Home Office",Fremont,CA,"EE. UU.",94538.00
3836,Nicholas,Fleming,"Home Office",Chesapeake,VA,"EE. UU.",23322.00
3837,Mary,Smith,Consumer,Aurora,CO,"EE. UU.",80010.00
3838,Joseph,Jackson,Consumer,Caguas,PR,"Puerto Rico",725.00
3839,Adam,Smith,Consumer,Mechanicsburg,PA,"EE. UU.",17055.00
3840,Mary,York,Consumer,Salinas,CA,"EE. UU.",93906.00
3841,Mary,Sawyer,Consumer,Caguas,PR,"Puerto Rico",725.00
3842,Susan,Smith,Consumer,Palatine,IL,"EE. UU.",60067.00
3843,Ruth,Carter,Consumer,Caguas,PR,"Puerto Rico",725.00
3844,Justin,Haynes,Consumer,Hampton,VA,"EE. UU.",23666.00
3845,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3846,Ronald,Lewis,"Home Office",Ontario,CA,"EE. UU.",91764.00
3847,Julie,Brewer,"Home Office",Columbia,MO,"EE. UU.",65203.00
3848,Mary,Smith,"Home Office","New Braunfels",TX,"EE. UU.",78130.00
3849,Carol,Thomas,Corporate,Caguas,PR,"Puerto Rico",725.00
3850,Christina,Nelson,Corporate,"El Paso",TX,"EE. UU.",79927.00
3851,Mary,Orozco,Consumer,Caguas,PR,"Puerto Rico",725.00
3853,Eugene,Smith,Corporate,"South Richmond Hill",NY,"EE. UU.",11419.00
3854,Mary,Gilbert,Corporate,Caguas,PR,"Puerto Rico",725.00
3855,Amy,Smith,Consumer,"New York",NY,"EE. UU.",10023.00
3856,Mary,Long,Consumer,Laredo,TX,"EE. UU.",78040.00
3857,Robert,Everett,Consumer,Caguas,PR,"Puerto Rico",725.00
3858,Martha,Smith,Consumer,Newark,OH,"EE. UU.",43055.00
3859,Mary,Robinson,Consumer,Caguas,PR,"Puerto Rico",725.00
3860,Susan,Walker,Corporate,"San Antonio",TX,"EE. UU.",78250.00
3861,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3862,Jordan,Lopez,Corporate,Watsonville,CA,"EE. UU.",95076.00
3863,Mary,Walker,Corporate,Nashville,TN,"EE. UU.",37211.00
3864,David,Smith,"Home Office",Laredo,TX,"EE. UU.",78040.00
3865,Jessica,Hunter,Consumer,Caguas,PR,"Puerto Rico",725.00
3866,Ryan,Smith,"Home Office",Jacksonville,FL,"EE. UU.",32225.00
3867,Mary,Frazier,Consumer,Caguas,PR,"Puerto Rico",725.00
3868,Rachel,Smith,Consumer,Chandler,AZ,"EE. UU.",85225.00
3869,Mary,Roberts,Corporate,"Los Angeles",CA,"EE. UU.",90024.00
3870,Willie,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3871,Mary,Watson,Consumer,Joliet,IL,"EE. UU.",60435.00
3872,Lisa,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3873,Stephanie,Hunter,Consumer,Bronx,NY,"EE. UU.",10463.00
3874,Mary,Pham,Consumer,"Moreno Valley",CA,"EE. UU.",92557.00
3875,Frances,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3876,Mary,Warner,Consumer,Normal,IL,"EE. UU.",61761.00
3877,John,Mcclure,Corporate,Caguas,PR,"Puerto Rico",725.00
3878,Barbara,Smith,"Home Office",Orlando,FL,"EE. UU.",32822.00
3879,Melissa,Davis,Consumer,Caguas,PR,"Puerto Rico",725.00
3880,Mary,Garcia,"Home Office",Bakersfield,CA,"EE. UU.",93307.00
3881,Patricia,Wilson,Corporate,Caguas,PR,"Puerto Rico",725.00
3882,Joshua,Campbell,Corporate,Greensburg,PA,"EE. UU.",15601.00
3883,Marie,Gomez,Corporate,Caguas,PR,"Puerto Rico",725.00
3884,Mary,Smith,Corporate,"North Bergen",NJ,"EE. UU.",7047.00
3885,Andrew,Compton,Consumer,"Palo Alto",CA,"EE. UU.",94303.00
3886,Brian,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3887,Mary,Berry,Consumer,Garland,TX,"EE. UU.",75040.00
3888,Scott,Robles,Consumer,Miami,FL,"EE. UU.",33162.00
3889,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3890,Gregory,Snyder,Corporate,Aurora,CO,"EE. UU.",80011.00
3891,Mary,Bowman,Consumer,Caguas,PR,"Puerto Rico",725.00
3892,Billy,Smith,Corporate,Waukegan,IL,"EE. UU.",60085.00
3893,Mary,Hart,"Home Office","Los Angeles",CA,"EE. UU.",90047.00
3894,Benjamin,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3895,Mary,Contreras,Consumer,Brooklyn,NY,"EE. UU.",11208.00
3896,Alexander,Smith,Corporate,Orlando,FL,"EE. UU.",32825.00
3897,Mary,Carlson,Consumer,Caguas,PR,"Puerto Rico",725.00
3898,Michael,Hickman,Consumer,Martinsburg,WV,"EE. UU.",25401.00
3899,Brandon,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3900,Mary,Mcdonald,"Home Office",Moline,IL,"EE. UU.",61265.00
3901,Julia,Hubbard,Consumer,Caguas,PR,"Puerto Rico",725.00
3902,Mary,Smith,Consumer,Oceanside,CA,"EE. UU.",92054.00
3903,Lori,Meyers,Corporate,Cleveland,OH,"EE. UU.",44118.00
3904,Mary,Brandt,Consumer,Caguas,PR,"Puerto Rico",725.00
3905,Denise,Smith,Corporate,"South San Francisco",CA,"EE. UU.",94080.00
3906,Mary,Rogers,Corporate,Tucson,AZ,"EE. UU.",85719.00
3907,Gary,Gomez,Corporate,Caguas,PR,"Puerto Rico",725.00
3908,Alexander,Smith,Corporate,Lakewood,NJ,"EE. UU.",8701.00
3909,Amber,Walker,Consumer,"Mount Prospect",IL,"EE. UU.",60056.00
3910,Mary,Diaz,Consumer,Caguas,PR,"Puerto Rico",725.00
3911,Margaret,Melton,Consumer,"El Paso",TX,"EE. UU.",79936.00
3912,Mary,Pace,Consumer,"South Ozone Park",NY,"EE. UU.",11420.00
3913,Dennis,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3914,Mary,Acosta,Consumer,Manchester,CT,"EE. UU.",6040.00
3915,Heather,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3916,Mary,Hensley,Consumer,Chesapeake,VA,"EE. UU.",23322.00
3917,Terry,David,Corporate,Eugene,OR,"EE. UU.",97405.00
3918,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3919,Charles,Little,Corporate,Fontana,CA,"EE. UU.",92336.00
3920,Zachary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3921,Mary,Allen,Consumer,"East Lansing",MI,"EE. UU.",48823.00
3922,Elizabeth,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3923,Mary,King,Consumer,Albuquerque,NM,"EE. UU.",87111.00
3924,Rebecca,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3925,Mary,Hicks,"Home Office",Brooklyn,NY,"EE. UU.",11219.00
3926,Ann,Allison,"Home Office",Fullerton,CA,"EE. UU.",92833.00
3927,Mary,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3928,Joseph,Jones,"Home Office","New York",NY,"EE. UU.",10016.00
3929,Amanda,Levy,"Home Office",Methuen,MA,"EE. UU.",1844.00
3930,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3931,Linda,Vasquez,Consumer,Chicago,IL,"EE. UU.",60613.00
3932,Evelyn,Smith,Consumer,Asheboro,NC,"EE. UU.",27203.00
3933,Mary,Gomez,Consumer,Caguas,PR,"Puerto Rico",725.00
3934,Joseph,Smith,Consumer,Algonquin,IL,"EE. UU.",60102.00
3935,Harold,Hayes,Consumer,"Buena Park",CA,"EE. UU.",90620.00
3936,Mary,Fernandez,Consumer,Caguas,PR,"Puerto Rico",725.00
3937,Nancy,Orozco,Consumer,"Santa Ana",CA,"EE. UU.",92707.00
3938,Mary,Smith,Consumer,Albuquerque,NM,"EE. UU.",87105.00
3939,Jane,Kim,Consumer,"North Las Vegas",NV,"EE. UU.",89030.00
3940,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3941,James,Harrell,Consumer,Phoenix,AZ,"EE. UU.",85040.00
3942,Stephanie,Smith,Consumer,"Los Angeles",CA,"EE. UU.",90003.00
3943,Mary,Butler,"Home Office",Lawrence,MA,"EE. UU.",1841.00
3944,James,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
3945,Lauren,Perez,"Home Office",Portland,OR,"EE. UU.",97223.00
3946,Nathan,West,Corporate,Caguas,PR,"Puerto Rico",725.00
3947,Mary,Blake,Consumer,Wichita,KS,"EE. UU.",67212.00
3948,George,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3949,Mary,Lee,Consumer,Philadelphia,PA,"EE. UU.",19143.00
3950,John,Duffy,"Home Office",York,PA,"EE. UU.",17402.00
3951,Michael,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3952,Shawn,Tucker,"Home Office",Tucson,AZ,"EE. UU.",85706.00
3953,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3954,Stephanie,Nguyen,Consumer,"Chula Vista",CA,"EE. UU.",91910.00
3955,Bryan,Stanton,Corporate,Yonkers,NY,"EE. UU.",10701.00
3956,Mary,Dickson,"Home Office",Stockbridge,GA,"EE. UU.",30281.00
3957,Thomas,Smith,Corporate,Cumberland,MD,"EE. UU.",21502.00
3958,Ashley,Moreno,"Home Office",Caguas,PR,"Puerto Rico",725.00
3959,Laura,Shields,Consumer,"Fort Lauderdale",FL,"EE. UU.",33311.00
3960,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
3961,Brian,Riddle,Consumer,Chandler,AZ,"EE. UU.",85224.00
3962,Kyle,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3963,Mary,Ross,Corporate,Caguas,PR,"Puerto Rico",725.00
3964,Harry,Smith,Consumer,Brooklyn,NY,"EE. UU.",11238.00
3965,Mary,Douglas,Consumer,Caguas,PR,"Puerto Rico",725.00
3966,Emma,Smith,Consumer,Brooklyn,NY,"EE. UU.",11236.00
3967,Mary,Nichols,Consumer,"Saint Paul",MN,"EE. UU.",55104.00
3968,Catherine,Pacheco,Consumer,Caguas,PR,"Puerto Rico",725.00
3969,Carl,Smith,Consumer,"Vega Baja",PR,"Puerto Rico",693.00
3970,Mary,Rodgers,Consumer,Washington,DC,"EE. UU.",20011.00
3971,John,Smith,Consumer,Jonesboro,AR,"EE. UU.",72401.00
3972,Laura,Bennett,Consumer,Caguas,PR,"Puerto Rico",725.00
3973,Sharon,Parsons,Consumer,Alhambra,CA,"EE. UU.",91801.00
3974,Mary,Smith,Consumer,Seattle,WA,"EE. UU.",98115.00
3975,Louis,Meadows,Consumer,Caguas,PR,"Puerto Rico",725.00
3976,Johnny,Costa,Consumer,Carolina,PR,"Puerto Rico",983.00
3977,Mary,Smith,Consumer,Detroit,MI,"EE. UU.",48224.00
3978,Barbara,Simmons,Consumer,Walnut,CA,"EE. UU.",91789.00
3979,Mary,Wagner,Corporate,Caguas,PR,"Puerto Rico",725.00
3980,Frances,Smith,Consumer,Winnetka,CA,"EE. UU.",91306.00
3981,Mary,Richards,"Home Office",Caguas,PR,"Puerto Rico",725.00
3982,Roger,Oliver,"Home Office",Dallas,TX,"EE. UU.",75287.00
3983,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3984,Brenda,Webster,Corporate,Kent,WA,"EE. UU.",98031.00
3985,Debra,Gates,Corporate,Chillicothe,OH,"EE. UU.",45601.00
3986,Mary,Smith,Corporate,"Ewa Beach",HI,"EE. UU.",96706.00
3987,Alice,Allen,Consumer,Caguas,PR,"Puerto Rico",725.00
3988,Mary,Smith,Consumer,Ballwin,MO,"EE. UU.",63021.00
3989,Margaret,Harrison,Corporate,Caguas,PR,"Puerto Rico",725.00
3990,Sandra,Smith,Consumer,Guayama,PR,"Puerto Rico",784.00
3991,Kevin,Mitchell,Corporate,Morristown,NJ,"EE. UU.",7960.00
3992,Grace,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3993,Mary,Crawford,Corporate,Valrico,FL,"EE. UU.",33594.00
3994,Susan,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3995,Kathryn,Gallegos,Corporate,"North Las Vegas",NV,"EE. UU.",89030.00
3996,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3997,Margaret,Walker,Corporate,Brooklyn,NY,"EE. UU.",11218.00
3998,Matthew,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
3999,Sarah,Coleman,Corporate,Bronx,NY,"EE. UU.",10472.00
4000,Mary,Ford,Consumer,Memphis,TN,"EE. UU.",38109.00
4001,Maria,Nixon,Consumer,Caguas,PR,"Puerto Rico",725.00
4002,Mary,Smith,Consumer,Columbus,GA,"EE. UU.",31907.00
4003,Joseph,Harper,Consumer,Caguas,PR,"Puerto Rico",725.00
4004,Paul,Erickson,Corporate,Pacoima,CA,"EE. UU.",91331.00
4005,Virginia,Dyer,Corporate,Quincy,MA,"EE. UU.",2169.00
4006,Mary,Smith,Corporate,Clementon,NJ,"EE. UU.",8021.00
4007,Amanda,Brady,"Home Office",Murfreesboro,TN,"EE. UU.",37130.00
4008,Diana,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
4009,Mary,Ayers,Consumer,Elgin,IL,"EE. UU.",60120.00
4010,Michael,Smith,Corporate,Honolulu,HI,"EE. UU.",96822.00
4011,Victoria,Gallagher,Corporate,Caguas,PR,"Puerto Rico",725.00
4012,Mary,Smith,Corporate,Roswell,GA,"EE. UU.",30075.00
4013,Gloria,Thornton,Consumer,Caguas,PR,"Puerto Rico",725.00
4014,Mary,Smith,Consumer,Dallas,TX,"EE. UU.",75217.00
4015,Sharon,Mcconnell,Consumer,"Rancho Cucamonga",CA,"EE. UU.",91730.00
4016,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
4017,James,Goodwin,Consumer,Florissant,MO,"EE. UU.",63031.00
4018,Mildred,Smith,Consumer,Bismarck,ND,"EE. UU.",58501.00
4019,Mary,Parsons,Consumer,Caguas,PR,"Puerto Rico",725.00
4020,Angela,Smith,Consumer,"New York",NY,"EE. UU.",10021.00
4021,Catherine,Shelton,Consumer,Lakewood,OH,"EE. UU.",44107.00
4022,Mary,Harding,Consumer,Garland,TX,"EE. UU.",75040.00
4023,Phillip,Smith,Consumer,"Round Rock",TX,"EE. UU.",78664.00
4024,Mary,Thomas,Corporate,Caguas,PR,"Puerto Rico",725.00
4025,Janet,Schmidt,Corporate,Oceanside,CA,"EE. UU.",92057.00
4026,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
4027,Robert,Blankenship,Corporate,"San Francisco",CA,"EE. UU.",94122.00
4028,Rose,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
4029,Mary,Roman,Corporate,Woodbridge,VA,"EE. UU.",22193.00
4030,Angela,Smith,Consumer,Aurora,CO,"EE. UU.",80012.00
4031,Mary,Wall,"Home Office",Caguas,PR,"Puerto Rico",725.00
4032,Jennifer,Smith,"Home Office",Brooklyn,NY,"EE. UU.",11213.00
4033,George,Simmons,Consumer,Caguas,PR,"Puerto Rico",725.00
4034,Pamela,Alvarado,Consumer,Fontana,CA,"EE. UU.",92336.00
4035,Mary,Mullen,Consumer,Dallas,TX,"EE. UU.",75240.00
4036,David,Smith,Consumer,"Granite City",IL,"EE. UU.",62040.00
4037,Megan,Kemp,Consumer,Caguas,PR,"Puerto Rico",725.00
4038,Mary,Smith,Consumer,Waukegan,IL,"EE. UU.",60085.00
4039,Virginia,Smith,Consumer,Honolulu,HI,"EE. UU.",96817.00
4040,Harold,Hart,Corporate,Roseville,MI,"EE. UU.",48066.00
4041,Mary,Santiago,Consumer,Madison,WI,"EE. UU.",53704.00
4042,Marilyn,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
4043,Mary,Cabrera,"Home Office","San Bernardino",CA,"EE. UU.",92407.00
4044,Stephen,Smith,Consumer,Plano,TX,"EE. UU.",75023.00
4045,Mary,Neal,Consumer,Caguas,PR,"Puerto Rico",725.00
4046,Eric,Smith,Consumer,Wyandotte,MI,"EE. UU.",48192.00
4047,Marilyn,Potter,Consumer,Caguas,PR,"Puerto Rico",725.00
4048,Mary,Smith,Consumer,Lockport,IL,"EE. UU.",60441.00
4049,Brian,Doyle,Consumer,Caguas,PR,"Puerto Rico",725.00
4050,Stephanie,Smith,Consumer,Brooklyn,NY,"EE. UU.",11237.00
4051,Christine,Barrera,Corporate,Caguas,PR,"Puerto Rico",725.00
4052,Mary,Smith,Corporate,Columbus,GA,"EE. UU.",31907.00
4053,Rebecca,Turner,Corporate,Caguas,PR,"Puerto Rico",725.00
4054,Mary,Smith,"Home Office",Austin,TX,"EE. UU.",78753.00
4055,Kevin,Cline,"Home Office",Levittown,NY,"EE. UU.",11756.00
4056,Mary,Smith,"Home Office",Caguas,PR,"Puerto Rico",725.00
4057,George,Conner,Corporate,Aurora,CO,"EE. UU.",80011.00
4058,Mary,Smith,Consumer,"San Jose",CA,"EE. UU.",95124.00
4059,Alexander,Torres,Consumer,Caguas,PR,"Puerto Rico",725.00
4060,Mary,Smith,Consumer,Greenville,NC,"EE. UU.",27858.00
4061,Jeffrey,Houston,Consumer,Caguas,PR,"Puerto Rico",725.00
4062,Eugene,Smith,Corporate,Oceanside,CA,"EE. UU.",92057.00
4063,Mary,Robinson,Consumer,Caguas,PR,"Puerto Rico",725.00
4064,Mildred,Smith,Consumer,Pawtucket,RI,"EE. UU.",2860.00
4065,Mary,Mccullough,Corporate,Caguas,PR,"Puerto Rico",725.00
4066,Diana,Cordova,Consumer,Bronx,NY,"EE. UU.",10473.00
4067,Mary,Smith,Consumer,Massillon,OH,"EE. UU.",44646.00
4068,Linda,Hernandez,Consumer,Caguas,PR,"Puerto Rico",725.00
4069,Steven,Smith,Corporate,"Tinley Park",IL,"EE. UU.",60477.00
4070,Mary,Steele,Corporate,Bridgeton,NJ,"EE. UU.",8302.00
4071,William,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
4072,Benjamin,Clark,Corporate,Eugene,OR,"EE. UU.",97402.00
4073,Mary,Smith,Corporate,Caguas,PR,"Puerto Rico",725.00
4074,Barbara,Smith,Corporate,"West Chester",PA,"EE. UU.",19382.00
4075,Amanda,Atkins,Consumer,Caguas,PR,"Puerto Rico",725.00
4076,Mary,Suarez,Consumer,"Trujillo Alto",PR,"Puerto Rico",976.00
4077,Amy,Smith,Consumer,"Los Angeles",CA,"EE. UU.",90001.00
4078,Mary,Gallegos,Consumer,Caguas,PR,"Puerto Rico",725.00
4079,Timothy,Faulkner,Consumer,Tonawanda,NY,"EE. UU.",14150.00
4080,Mary,Smith,Consumer,Caguas,PR,"Puerto Rico",725.00
4081,Shawn,Gordon,Consumer,Dallas,TX,"EE. UU.",75228.00
4082,Mary,Lyons,Corporate,Caguas,PR,"Puerto Rico",725.00
4083,Betty,Smith,Corporate,Wyandotte,MI,"EE. UU.",48192.00
4084,Brenda,Cook,Corporate,Caguas,PR,"Puerto Rico",725.00
